20092;17012;1924;31;;
20093;13638;1936;35;;
20094;87313;1936;25;;
20095;67955;1932;69;;
20096;62822;1920;0;;
20097;58158;1948;36;;
20098;7452;1928;16;;
20099;33398;1928;0;;
20100;77279;1904;50;;
20101;32163;1924;34;;
20102;37213;1928;25;;
20103;41511;1948;0;;
20104;98003;1956;20;;
20105;11488;1908;0;;
20106;73424;1928;20;;
20107;4222;1992;29;;
20108;20418;2000;17;;
20109;77317;1992;21;;
20110;47105;1908;25;;
20111;5967;1996;23;;
20112;88852;1952;20;;
20113;59057;1972;22;;
20114;26827;1924;32;;
20115;34569;1948;32;;
20116;24161;1948;31;;
20117;31029;1992;18;;
20118;18508;1924;34;;
20119;62832;2004;22;;
20120;54862;1980;0;;
20121;40328;1956;0;;
20122;72043;1936;26;;
20123;91581;1924;22;;
20124;76957;1948;25;;
20125;39752;1952;40;;
20126;82652;1996;23;;
20127;3891;1908;0;;
20128;2014;1948;0;;
20129;2890;1996;27;;
20130;72257;1952;22;;
20131;34516;2016;22;;
20132;41595;1912;27;;
20133;92346;1912;33;;
20134;28245;1952;20;;
20135;18731;1928;0;;
20136;64389;1928;23;;
20137;78174;1932;18;;
20138;56038;1952;28;;
20139;48315;1948;20;;
20140;77520;1924;0;;
20141;90272;1948;29;;
20142;13218;1948;38;;
20143;2979;1936;24;;
20144;61246;1984;22;;
20145;15346;1924;29;;
20146;34301;1972;22;;
20147;61409;1936;27;;
20148;66255;1992;23;;
20149;70308;1952;23;;
20150;59466;1932;35;;
20151;81550;1948;36;;
20152;33412;1912;32;;
20153;51123;1924;25;;
20154;58292;1936;20;;
20155;20997;1948;27;;
20156;21021;1952;0;;
20157;68377;1996;17;;
20158;9269;1912;23;;
20159;80862;1936;32;;
20160;61806;1912;37;;
20161;83992;1908;26;;
20162;38606;1936;22;;
20163;92990;1952;24;;
20164;19468;1908;0;;
20165;96911;1928;20;;
20166;41529;1956;30;;
20167;7718;1936;0;;
20168;72648;1956;29;;
20169;76716;1996;25;;
20170;56410;1928;22;;
20171;38779;1952;24;;
20172;97345;1992;29;;
20173;33747;1920;45;;
20174;17713;1924;41;;
20175;75882;1936;49;;
20176;11521;1988;43;;
20177;24405;1936;34;;
20178;30217;1948;31;;
20179;5478;1920;20;;
